title,price,reference,description
PC Portable Gamer LENOVO LOQ 15IRH8 i5 12ème Gén 16Go RTX 2050,"2 225,000 DT", [82XV00UHFG-16G],
PC Portable Gamer MSI Thin GF63 12UCX i5 12è Gén 24Go RTX 2050 ,"2 229,000 DT", [GF63-12UCX-682XFR-24G],
PC Portable Gamer LENOVO LOQ 15IRH8 i5 12è Gén 16Go RTX 2050 - Gris,"2 235,000 DT", [BU-82XV00UGFG-16G-W11P],
Pc Portable HP ProBook 450 G10 i5 13è Gén 12G 256Go SSD - Silver,"2 235,000 DT", [BU-85D05EA-12G-SAC],
PC Portable Gamer MSI Thin GF63 12UCX i5 12ème Gén 16Go RTX 2050 ,"2 239,000 DT", [BU-GF63-12UCX-682XFR-16G-W11],
PC Portable ASUS Vivobook 16 X1605VA i7 13è Gén 24Go 512Go SSD - Silver,"2 239,000 DT", [X1605VA-MB472W-24G],
PC Portable Gamer ASUS Vivobook 16X i5 12è Gén 16Go RTX 2050,"2 239,000 DT", [S3605ZF-N1342W-16G],
PC Portable HP 15-fd0286nk i7 13è Gén 16Go 512Go SSD - Silver,"2 245,000 DT", [A2AQ2EA-16G],
PC Portable Gamer LENOVO LOQ 15IRH8 i5 12è Gén 24Go RTX 2050,"2 245,000 DT", [82XV00UGFG-24G],
Pc Portable HP ProBook 450 G10 i5 13ème Gén 8Go 256Go SSD - Silver,"2 249,000 DT", [BU-85D05EA-W11P],
Pc Portable HP ProBook 450 G10 i5 13è Gén 16Go 256Go SSD - Silver,"2 249,000 DT", [85D05EA-16G],
Pc Portable HP ProBook 450 G10 i5 13è Gén 16G 256Go SSD - Silver,"2 259,000 DT", [BU-85D05EA-16G-SAC],
PC Portable ASUS Vivobook 15 X1502VA i9 13è Gén 8Go 512Go SSD - Silver,"2 259,000 DT", [X1502VA-NJ257W],
PC Portable ASUS Vivobook 15 X1502VA i9 13è Gén 8Go 512Go SSD - Bleu,"2 259,000 DT", [X1502VA-NJ256W],
Pc Portable ASUS Zenbook 14 AMD RYZEN 7 8Go 512Go SSD - Gris ,"2 269,000 DT", [UM425QA-KI165W],
PC Portable ASUS ExpertBook B1 B1502 i7 13è Gén 8Go 512Go SSD - Noir,"2 269,000 DT", [B1502CVA-NJ1267],
PC Portable HP Pavilion x360 2-en-1 14-ek0001nk i5 12è Gén 8Go 256Go SSD,"2 269,000 DT", [6E1D5EA],
PC Portable HP 15-fd0286nk i7 13è Gén 24Go 512Go SSD - Silver,"2 275,000 DT", [A2AQ2EA-24G],
PC Portable Gamer LENOVO LOQ 15IAX9 i5 12è Gén 16Go RTX 2050,"2 259,000 DT", [83GS00AKFG],
PC Portable Gamer ASUS Vivobook 16X i5 12è Gén 24Go RTX 2050,"2 279,000 DT", [S3605ZF-N1342W-24G],
PC Portable ASUS Vivobook 15 X1502VA i9 13è Gén 12Go 512Go SSD - Bleu,"2 279,000 DT", [X1502VA-NJ256W-12G],
PC Portable ASUS Vivobook 15 X1502VA i9 13è Gén 12Go 512Go SSD - Silver,"2 279,000 DT", [X1502VA-NJ257W-12G],
Pc Portable HP ProBook 450 G10 i5 13ème Gén 12Go 256Go SSD - Silver,"2 285,000 DT", [BU-85D05EA-12G-W11P],
PC Portable Gamer MSI Thin GF63 12UCX i5 12ème Gén 24Go RTX 2050 ,"2 289,000 DT", [BU-GF63-12UCX-682XFR-24G-W11],
PC Portable Gamer LENOVO LOQ 15IRH8 i5 12ème Gén 24Go RTX 2050,"2 289,000 DT", [82XV00UHFG-24G],
,,,
,,,
PC Portable Gamer MSI Thin GF63 12UCX i5 12è Gén 32Go RTX 2050 ,"2 289,000 DT", [GF63-12UCX-682XFR-32G],
PC Portable Gamer ASUS Vivobook 16X i7 12è Gén 8Go RTX 2050,"2 299,000 DT", [S3605ZF-N1501W],
Pc Portable HP ProBook 440 G9 i5 12è Gén 16Go 512Go SSD - Silver,"2 299,000 DT", [6Q834ES-16G],
PC Portable HP Pavilion x360 2-in-1 14-ek1002nk i5 13è Gén 8Go 512Go SSD - Bleu,"2 299,000 DT", [873K2EA],
PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN 5 24Go RTX 2050,"2 299,000 DT", [FA506NF-HN005W-24G],
Pc Portable HP ProBook 450 G10 i5 13è Gén 24Go 256Go SSD - Silver,"2 299,000 DT", [85D05EA-24G],
PC Portable Gamer LENOVO LOQ 15IRH8 i5 12è Gén 24Go RTX 2050 - Gris,"2 305,000 DT", [BU-82XV00UGFG-24G-W11P],
Pc Portable HP ProBook 450 G10 i5 13ème Gén 16Go 256Go SSD - Silver,"2 309,000 DT", [BU-85D05EA-16G-W11P],
Pc Portable HP ProBook 450 G10 i5 13è Gén 24G 256Go SSD - Silver,"2 309,000 DT", [BU-85D05EA-24G-SAC],
PC Portable ASUS Vivobook 15 X1502VA i9 13è Gén 16Go 512Go SSD - Silver,"2 309,000 DT", [X1502VA-NJ257W-16G],
PC Portable ASUS Vivobook 15 X1502VA i9 13è Gén 16Go 512Go SSD - Bleu,"2 309,000 DT", [X1502VA-NJ256W-16G],
PC Portable Gamer LENOVO LOQ 15IRH8 i5 12è Gén 32Go RTX 2050,"2 315,000 DT", [82XV00UGFG-32G],
PC Portable HP 15-fd0021nk i7 13è Gén 32Go 512Go SSD - Silver & Bleu,"2 319,000 DT", [886K6EA-32G],
PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN 7 8Go RTX2050,"2 329,000 DT", [TUF507RF-HN030W-SIN],
Pc Portable HP ProBook 450 G10 i5 13è Gén 32Go 256Go SSD - Silver,"2 339,000 DT", [85D05EA-32G],
PC Portable Gamer ASUS Vivobook 16X i7 12è Gén 16Go RTX 2050,"2 349,000 DT", [S3605ZF-N1501W-16G],
Pc Portable HP ProBook 450 G10 i5 13è Gén 32G 256Go SSD - Silver,"2 349,000 DT", [BU-85D05EA-32G-SAC],
PC Portable Gamer MSI Thin GF63 12UCX i5 12ème Gén 32Go RTX 2050 ,"2 349,000 DT", [BU-GF63-12UCX-682XFR-32G-W11],
PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN 7 8G RTX 2050,"2 359,000 DT", [FA506NFR-HN068W],
Pc Portable HP ProBook 450 G10 i5 13ème Gén 24Go 256Go SSD - Silver,"2 359,000 DT", [BU-85D05EA-24G-W11P],
PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN 5 32Go RTX 2050,"2 359,000 DT", [FA506NF-HN005W-32G],
PC Portable ASUS Vivobook 15 X1502VA i9 13è Gén 24Go 512Go SSD - Silver,"2 359,000 DT", [X1502VA-NJ257W-24G],
PC Portable ASUS Vivobook 15 X1502VA i9 13è Gén 24Go 512Go SSD - Bleu,"2 359,000 DT", [X1502VA-NJ256W-24G],
PC Portable Gamer LENOVO LOQ 15IRH8 i5 12ème Gén 32Go RTX 2050,"2 365,000 DT", [82XV00UHFG-32G],
,,,
,,,
PC Portable HP 15-fd0127nk i7 13è Gén 16Go 1To SSD - Silver,"2 369,000 DT", [A2AP9EA],
PC Portable Gamer LENOVO LOQ 15IRH8 i5 12è Gén 32Go RTX 2050 - Gris,"2 375,000 DT", [BU-82XV00UGFG-32G-W11P],
PC Portable ASUS ExpertBook B1 B1502 i7 13è Gén 16Go 512Go SSD - Noir,"2 399,000 DT", [B1502CVA-NJ2211],
PC Portable Gamer ASUS Vivobook 16X i7 12è Gén 24Go RTX 2050,"2 399,000 DT", [S3605ZF-N1501W-24G],
Pc Portable HP ProBook 450 G10 i5 13ème Gén 32Go 256Go SSD - Silver,"2 399,000 DT", [BU-85D05EA-32G-W11P],
PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN 7 8Go RTX 2050,"2 399,000 DT", [TUF507RF-HN030W],
PC Portable Gamer MSI Thin GF63 12UCX i7 12è Gén 8Go RTX 2050 ,"2 399,000 DT", [GF63-12UCX-681XFR],
PC Portable DELL Latitude 3530 i5 12è Gén 12Go 256Go SSD ,"2 409,000 DT", [3530-I5-256SSD-1Y-12G],
PC Portable Gamer MSI Thin GF63 12UCX i7 12è Gén 12Go RTX 2050 ,"2 419,000 DT", [GF63-12UCX-681XFR-12G],
PC Portable ASUS ExpertBook B5 B5602 i5 12è Gén 16Go 512Go SSD - Noir,"2 429,000 DT", [B5602CBA-MB0776],
PC Portable ASUS ExpertBook B1 B1502 i7 13è Gén 24Go 512Go SSD - Noir,"2 439,000 DT", [B1502CVA-NJ2211-24G],
PC Portable LENOVO ThinkPad E14 Gén 5 i5 13è Gén 8Go 512Go SSD - Noir,"2 449,000 DT", [21JK009YFE],
PC Portable Gamer LENOVO LOQ 15IRH8 i5 12è Gén 8Go RTX 3050,"2 449,000 DT", [82XV00UJFG],
PC Portable Gamer MSI Thin GF63 12UCX i7 12ème Gén 8Go RTX 2050 ,"2 459,000 DT", [BU-GF63-12UCX-681XFR-W11],
PC Portable Gamer MSI Thin GF63 12UCX i7 12è Gén 16Go RTX 2050 ,"2 465,000 DT", [GF63-12UCX-681XFR-16G],
PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN 7 16Go RTX 2050,"2 469,000 DT", [TUF507RF-HN030W-16G],
PC Portable LENOVO ThinkPad E14 Gén 5 i5 13è Gén 12Go 512Go SSD - Noir,"2 475,000 DT", [21JK009YFE-12G],
Pc Portable HP ProBook 450 G10 i5 13è Gén 12G 512Go SSD - Silver,"2 479,000 DT", [85D08EA-12G-SIN],
PC Portable Gamer MSI Thin GF63 12UCX i7 12ème Gén 12Go RTX 2050 ,"2 479,000 DT", [BU-GF63-12UCX-681XFR-12G-W11],
PC Portable ASUS ExpertBook B1 B1502CBA i7 12ème Gén 16Go 512Go SSD - Noir,"2 485,000 DT", [B1502CBA-BQ0559X],
PC Portable ASUS ExpertBook B1 B1502 i7 13è Gén 32Go 512Go SSD - Noir,"2 489,000 DT", [B1502CVA-NJ2211-32G],
PC Portable ASUS Vivobook 17 X1704VA i7 13è Gén 16Go 512Go SSD - Silver,"2 499,000 DT", [X1704VA-AU232W],
PC Portable Gamer MSI Thin GF63 12UCX i7 12è Gén 24Go RTX 2050 ,"2 499,000 DT", [GF63-12UCX-681XFR-24G],
PC Portable Gamer DELL G15 5530 i5 13è Gén 16Go RTX 3050,"2 505,000 DT", [G15-5530-I5-3Y],
PC Portable LENOVO ThinkPad E14 Gén 5 i5 13è Gén 16Go 512Go SSD - Noir,"2 509,000 DT", [21JK009YFE-16G],
,,,
,,,
PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN 7 24Go RTX 2050,"2 515,000 DT", [TUF507RF-HN030W-24G],
PC Portable Gamer MSI Thin GF63 12UCX i7 12ème Gén 16Go RTX 2050 ,"2 525,000 DT", [BU-GF63-12UCX-681XFR-16G-W11],
Pc Portable HP ProBook 450 G9 i5 12è Gén 8Go 512Go SSD - Silver,"2 535,000 DT", [5Y3T8EA],
PC Portable LENOVO ThinkBook 16 G7 IML Ultra 7 155H 8Go 512Go SSD - Gris,"2 539,000 DT", [21MS0013FE],
PC Portable ASUS Vivobook 17 X1704VA i7 13è Gén 24Go 512Go SSD - Silver,"2 555,000 DT", [X1704VA-AU232W-24G],
PC Portable Gamer MSI Thin GF63 12UCX i7 12ème Gén 24G RTX 2050,"2 569,000 DT", [BU-GF63-12UCX-681XFR-24G-W11],
PC Portable Gamer MSI Thin GF63 12UCX i7 12è Gén 32Go RTX 2050 ,"2 569,000 DT", [GF63-12UCX-681XFR-32G],
PC Portable Gamer LENOVO LOQ 15IRH8 i5 12è Gén 16Go RTX 3050,"2 579,000 DT", [82XV00UJFG-16G],
PC Portable Gamer ASUS TUF Gaming A15 AMD RYZEN 7 32Go RTX 2050,"2 579,000 DT", [TUF507RF-HN030W-32G],
PC Portable ASUS ExpertBook B1 B1502 i7 13è Gén 48Go 512Go SSD - Noir,"2 599,000 DT", [B1502CVA-NJ2211-48G],
PC Portable Gamer LENOVO LOQ 15IRX9 i5 13ème Gén 16Go RTX 3050,"2 599,000 DT", [83DV00JDFG],
PC Portable Gamer DELL G15 5535 AMD RYZEN 5 16Go RTX3050,"2 599,000 DT", [G15-5535-R5-16G],
PC Portable Gamer LENOVO LOQ 15IRH8 i5 12è Gén 24Go RTX 3050,"2 609,000 DT", [82XV00UJFG-24G],
PC Portable Gamer HP Victus 15-fa1003nk i5 13è Gén 16Go RTX 3050,"2 619,000 DT", [845B2EA],
PC Portable LENOVO ThinkPad E14 Gén 4 i5 12è Gén 16Go 512Go SSD - Noir,"2 625,000 DT", [21E300ABFE-16G],
PC Portable Gamer MSI Thin GF63 12UCX i7 12ème Gén 32Go RTX 2050,"2 629,000 DT", [BU-GF63-12UCX-681XFR-32G-W11],
PC Portable ASUS ExpertBook B5 B5602 i5 13è Gén 16Go 512Go SSD - Noir,"2 635,000 DT", [B5602CVA-MB0545],
PC Portable LENOVO IdeaPad Gaming 3 15ARH7 AMD RYZEN 5 8Go RTX 4050,"2 639,000 DT", [82SB00SJFG],
Pc Portable DELL Vostro 5630 i5 13è Gén 16Go RTX 2050,"2 639,000 DT", [V5630-I5],
PC Portable ASUS Vivobook S14 Flip i5 13è Gén 8Go 512Go SSD - Silver,"2 659,000 DT", [TP3402VA-LZ265W],
PC Portable LENOVO ThinkPad E14 Gén 4 i5 12è Gén 24Go 512Go SSD - Noir,"2 669,000 DT", [21E300ABFE-24G],
PC Portable Gamer LENOVO LOQ 15IRX9 i5 13ème Gén 24Go RTX 3050,"2 679,000 DT", [83DV00JDFG-24G],
PC Portable Gamer HP Victus 15-fa1003nk i5 13è Gén 24Go RTX 3050,"2 679,000 DT", [845B2EA-24G],
PC Portable Gamer LENOVO LOQ 15IRH8 i5 12è Gén 32Go RTX 3050,"2 679,000 DT", [82XV00UJFG-32G],
,,,
,,,
PC Portable LENOVO ThinkPad E16 Gén 1 i5 13è Gén 8G 512Go SSD - Noir,"2 685,000 DT", [21JN008QFE],
PC Portable LENOVO Yoga Mince 6 14IAP8 i5 12è Gén 8Go 512G SSD - Gris,"2 695,000 DT", [BU-82WU0098FG],
PC Portable LENOVO Yoga Mince 6 14IAP8 i5 12è Gén 8Go 512Go SSD - Gris,"2 695,000 DT", [82WU0098FG],
PC Portable LENOVO ThinkPad E14 Gén 5 i5 13è Gén 8Go 512Go SSD - Noir,"2 699,000 DT", [21JK001TFE],
PC Portable Gamer MSI Thin GF63 12U i5 12è Gén 8Go RTX 3050,"2 699,000 DT", [GF63-12UDX-214XFR],
PC Portable LENOVO ThinkPad E14 Gén 5 i5 13è Gén 8Go 512G SSD - Noir,"2 709,000 DT", [21JK008NFE],
PC Portable LENOVO Yoga Slim 6 14IAP8 i5 12è Gén 8Go 512Go SSD - Gris,"2 725,000 DT", [82WU0068FG],
PC Portable LENOVO IdeaPad Gaming 3 15ARH7 AMD RYZEN 5 16Go RTX 4050,"2 729,000 DT", [82SB00SJFG-16G],
PC Portable Gamer MSI Thin GF63 12U i5 12è Gén 12Go RTX 3050,"2 729,000 DT", [GF63-12UDX-214XFR-12G],
PC Portable Gamer HP Victus 15-fa1003nk i5 13è Gén 32Go RTX 3050,"2 739,000 DT", [845B2EA-32G],
PC Portable LENOVO ThinkPad E16 Gén 1 i5 13è Gén 16G 512Go SSD - Noir,"2 745,000 DT", [21JN008QFE-16G],
PC Portable Gamer MSI Thin GF63 12U i5 12è Gén 8Go RTX 3050 - Noir,"2 759,000 DT", [BU-GF63-12UDX-214XFR-W11P],
PC Portable LENOVO ThinkPad E14 Gén 5 i5 13è Gén 16G 512Go SSD - Noir,"2 759,000 DT", [21JK001TFE-16G],
PC Portable Gamer MSI Thin GF63 12U i5 12è Gén 16Go RTX 3050,"2 759,000 DT", [GF63-12UDX-214XFR-16G],
PC Portable Gamer LENOVO LOQ 15IRX9 i5 13ème Gén 32Go RTX 3050,"2 769,000 DT", [83DV00JDFG-32G],
PC Portable LENOVO ThinkPad E16 Gén 1 i5 13è Gén 24G 512Go SSD - Noir,"2 785,000 DT", [21JN008QFE-24G],
PC Portable Gamer MSI Thin GF63 12U i5 12è Gén 12Go RTX 3050 - Noir,"2 789,000 DT", [BU-GF63-12UDX-214XFR-12G-W11P],
PC Portable Gamer DELL G15 5535 AMD RYZEN 5 32Go RTX 3050,"2 789,000 DT", [G15-5535-R5-32G],
PC Portable LENOVO ThinkPad E14 Gén 5 i5 13è Gén 24G 512Go SSD - Noir,"2 799,000 DT", [21JK001TFE-24G],
PC Portable Gamer MSI Thin GF63 12U i5 12è Gén 24Go RTX 3050,"2 815,000 DT", [GF63-12UDX-214XFR-24G],
PC Portable Gamer MSI Thin GF63 12U i5 12è Gén 16Go RTX 3050 - Noir,"2 819,000 DT", [BU-GF63-12UDX-214XFR-16G-W11P],
PC Portable DELL Latitude 5540 i5 13ème Gén 8Go 512Go SSD - Gris,"2 829,000 DT", [5540-I5-512SSD-1Y],
Pc Portable HP ProBook 450 G10 i7 13è Gén 8Go 512Go SSD - Silver,"2 839,000 DT", [85D06EA],
PC Portable Gamer MSI Thin GF63 12U i5 12è Gén 32Go RTX 3050,"2 869,000 DT", [GF63-12UDX-214XFR-32G],
PC Portable Gamer MSI Thin GF63 12U i5 12è Gén 24Go RTX 3050 - Noir,"2 879,000 DT", [BU-GF63-12UDX-214XFR-24G-W11P],
,,,
,,,
PC Portable DELL Latitude 5540 i5 13ème Gén 16Go 512Go SSD - Gris,"2 899,000 DT", [5540-I5-512SSD-1Y-16G],
PC Portable Gamer MSI Cyborg 15 A12VE i5 12è Gén 8Go RTX 4050,"2 899,000 DT", [15A12VE-463XFR],
PC Portable Gamer MSI Thin GF63 12U i7 12è Gén 8Go RTX 3050,"2 899,000 DT", [GF63-12UDX-213XFR],
PC Portable LENOVO IdeaPad Gaming 3 15ARH7 AMD RYZEN 5 32Go RTX 4050,"2 919,000 DT", [82SB00SJFG-32G],
PC Portable DELL Latitude 3540 i7 13ème Gén 8G 512Go SSD - Gris,"2 919,000 DT", [3540-I7-512SSD-1Y],
PC Portable DELL Latitude 5530 i5 12è Gén 8Go 256Go SSD - Gris,"2 925,000 DT", [5530-I5-256SSD-W11P-3Y],
PC Portable Gamer MSI Thin GF63 12U i5 12è Gén 32Go RTX 3050 - Noir,"2 929,000 DT", [BU-GF63-12UDX-214XFR-32G-W11P],
PC Portable Gamer MSI Cyborg 15 A12VE i5 12è Gén 8Go RTX 4050,"2 959,000 DT", [BU-15A12VE-463XFR-W11P],
PC Portable Gamer MSI Thin GF63 12U i7 12ème Gén 8Go RTX 3050,"2 959,000 DT", [BU-GF63-12UDX-213XFR-W11P],
PC Portable Gamer MSI Cyborg 15 A12VE i5 12è Gén 16Go RTX 4050,"2 959,000 DT", [15A12VE-463XFR-16G],
PC Portable Gamer MSI Thin GF63 12U i7 12è Gén 16Go RTX 3050,"2 959,000 DT", [GF63-12UDX-213XFR-16G],
PC Portable DELL Latitude 3540 i7 13è Gén 16G 512Go SSD - Gris,"2 969,000 DT", [3540-I7-512SSD-1Y-16G],
PC Portable HP ENVY x360 2-in-1 15-fe0002nk i5 13è Gén 8Go 512Go SSD - Silver,"2 969,000 DT", [845G9EA],
PC Portable DELL Latitude 5540 i5 13è Gén 8Go 512Go SSD - Gris,"2 989,000 DT", [5540-I5-3Y],
PC Portable Gamer MSI Thin GF63 12U i7 12è Gén 24Go RTX 3050,"2 989,000 DT", [GF63-12UDX-213XFR-24G],
PC Portable ASUS ExpertBook B5 Flip i7 13è Gén 16Go 512Go SSD - Noir,"2 999,000 DT", [B5402FVA-KA0627],
PC Portable MSI Prestige 15 i7 12ème Gén 8Go GTX 1650,"2 999,000 DT", [BU-9S7-16S811-033],
PC Portable Gamer MSI Katana 15 B12U i5 12è Gén 8Go RTX 3050,"2 999,000 DT", [B12UDXK-644XFR],
PC Portable Gamer LENOVO LOQ 15APH8 AMD RYZEN 7 16Go RTX 3050,"2 999,000 DT", [82XT00BVFG],
PC Portable MSI Prestige 15 i7 12è Gén 8Go GTX 1650,"2 999,000 DT", [9S7-16S811-033],
PC Portable ASUS Vivobook S14 Flip i7 13è Gén 8G 512Go SSD - Silver,"3 009,000 DT", [TP3402VA-LZ264W-SIN],
PC Portable LENOVO ThinkPad E14 Gén 4 i7 12è Gén 8G 512Go SSD - Noir,"3 009,000 DT", [BU-21E300AWFE],
